ID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Label
152,30,Non-Travel,Research & Development,2,3,Medical,571,3,Female,3,1,Laboratory Technician,4,Single,2564,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,0
153,33,Travel_Frequently,Research & Development,3,4,Life Sciences,5,4,Female,3,1,Research Scientist,3,Married,2909,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0,0
154,36,Non-Travel,Research & Development,24,4,Life Sciences,419,2,Female,3,2,Laboratory Technician,2,Married,5674,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8,0
155,33,Travel_Rarely,Sales,10,4,Marketing,1924,2,Male,3,2,Sales Executive,3,Single,5487,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9,0
156,28,Travel_Rarely,Research & Development,1,3,Medical,1834,3,Female,3,1,Research Scientist,1,Married,3591,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,0
157,30,Travel_Rarely,Sales,1,3,Life Sciences,1562,2,Male,2,2,Sales Executive,1,Married,9714,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7,1
158,29,Travel_Rarely,Sales,27,3,Marketing,283,2,Female,3,3,Sales Executive,4,Married,7639,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9,1
159,39,Travel_Rarely,Research & Development,23,3,Medical,1310,3,Male,3,1,Research Scientist,1,Single,3904,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,1
160,36,Travel_Rarely,Research & Development,26,4,Life Sciences,1682,1,Male,3,2,Healthcare Representative,3,Married,5347,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,0
161,32,Non-Travel,Research & Development,29,4,Medical,1046,4,Female,3,1,Laboratory Technician,3,Single,4025,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,0
162,23,Travel_Rarely,Research & Development,4,3,Medical,705,1,Male,4,1,Research Scientist,1,Married,2819,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,0
163,29,Travel_Rarely,Sales,10,3,Life Sciences,749,3,Male,3,1,Sales Representative,3,Single,2642,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,0
164,41,Travel_Rarely,Sales,1,3,Marketing,534,2,Male,4,3,Sales Executive,1,Married,8392,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,0
165,54,Travel_Rarely,Research & Development,7,4,Medical,1830,4,Female,3,2,Research Scientist,4,Married,6854,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,0
166,35,Travel_Frequently,Research & Development,25,4,Life Sciences,881,4,Female,3,1,Research Scientist,2,Divorced,2022,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8,1
167,28,Travel_Frequently,Research & Development,6,3,Life Sciences,1154,3,Male,2,1,Research Scientist,3,Divorced,2703,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,0
168,34,Travel_Rarely,Sales,3,2,Life Sciences,1779,4,Female,1,2,Sales Executive,4,Single,6029,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,0
169,31,Travel_Frequently,Research & Development,1,3,Life Sciences,1956,4,Male,1,2,Research Scientist,1,Married,5003,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7,0
170,32,Non-Travel,Sales,11,4,Other,631,4,Male,4,2,Sales Executive,3,Married,4707,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,1
171,40,Travel_Frequently,Research & Development,11,3,Technical Degree,1985,4,Female,3,2,Laboratory Technician,3,Married,6323,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4,0
172,28,Travel_Rarely,Research & Development,2,1,Life Sciences,1136,1,Male,2,1,Research Scientist,2,Married,3201,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,0
173,22,Travel_Rarely,Research & Development,1,2,Life Sciences,872,4,Male,2,2,Manufacturing Director,4,Married,4775,6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2,0
174,28,Travel_Frequently,Research & Development,1,4,Medical,1286,4,Male,3,1,Laboratory Technician,3,Single,2154,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,0
175,25,Travel_Rarely,Sales,4,2,Life Sciences,527,2,Female,2,2,Sales Executive,4,Single,4487,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,0
176,35,Non-Travel,Research & Development,3,3,Life Sciences,704,3,Male,2,1,Laboratory Technician,3,Married,1281,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,0
177,32,Travel_Rarely,Sales,7,5,Marketing,1446,4,Male,3,2,Sales Executive,4,Married,9204,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,0
178,38,Travel_Rarely,Research & Development,6,2,Other,1782,4,Female,2,1,Laboratory Technician,3,Married,3702,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,0
179,29,Travel_Frequently,Sales,13,3,Technical Degree,1487,1,Female,3,2,Sales Executive,2,Single,5765,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0,1
180,25,Travel_Rarely,Sales,28,3,Life Sciences,183,1,Male,2,2,Sales Executive,3,Married,8639,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,0
181,29,Travel_Rarely,Research & Development,15,2,Life Sciences,15,4,Female,2,2,Laboratory Technician,3,Single,4193,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8,0
182,31,Non-Travel,Research & Development,5,3,Medical,2057,2,Male,3,2,Manufacturing Director,1,Single,9936,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7,0
183,40,Travel_Rarely,Research & Development,24,2,Technical Degree,335,1,Male,3,2,Research Scientist,4,Divorced,3319,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,0
184,54,Travel_Frequently,Research & Development,20,4,Life Sciences,450,4,Female,3,2,Research Scientist,3,Single,4869,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,0
185,47,Travel_Rarely,Research & Development,2,4,Medical,1443,1,Female,3,4,Research Director,3,Married,17169,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6,0
186,27,Travel_Frequently,Sales,8,1,Marketing,800,3,Male,3,2,Sales Executive,4,Married,4342,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,0
187,35,Travel_Rarely,Sales,1,3,Medical,620,1,Female,3,2,Sales Executive,3,Single,4859,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,0
188,48,Non-Travel,Research & Development,1,4,Medical,1116,1,Male,4,4,Manager,4,Single,16885,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,0
189,47,Travel_Rarely,Human Resources,26,4,Life Sciences,1625,4,Female,3,5,Manager,3,Married,19658,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0,0
190,51,Travel_Rarely,Research & Development,6,3,Life Sciences,162,1,Male,3,5,Research Director,3,Single,19537,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15,0
191,41,Non-Travel,Research & Development,2,4,Other,616,1,Female,2,2,Healthcare Representative,3,Single,6811,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,0
192,30,Travel_Rarely,Sales,15,2,Marketing,1754,3,Male,2,3,Sales Executive,1,Divorced,7140,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,0
193,34,Travel_Rarely,Sales,8,2,Technical Degree,1823,2,Male,4,2,Sales Executive,3,Married,6799,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8,0
194,30,Travel_Rarely,Sales,10,3,Marketing,1179,3,Male,2,2,Sales Executive,3,Married,6578,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,0
195,27,Non-Travel,Research & Development,3,3,Medical,850,4,Male,3,1,Research Scientist,4,Married,1706,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0,0
196,41,Travel_Rarely,Human Resources,1,3,Human Resources,734,4,Male,2,5,Manager,3,Married,19189,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,0
197,49,Travel_Rarely,Research & Development,8,2,Other,944,1,Female,3,3,Laboratory Technician,2,Married,7403,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,0
198,35,Travel_Rarely,Research & Development,1,3,Medical,1369,4,Female,2,2,Laboratory Technician,4,Married,5363,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0,0
199,36,Travel_Rarely,Research & Development,12,5,Medical,1073,4,Female,2,3,Manufacturing Director,4,Single,8858,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,0
200,29,Travel_Rarely,Sales,1,3,Medical,896,2,Female,2,1,Sales Representative,3,Divorced,2800,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,1
201,20,Travel_Frequently,Sales,9,3,Marketing,1077,4,Female,3,1,Sales Representative,4,Single,2323,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,1
202,35,Travel_Rarely,Research & Development,23,2,Life Sciences,261,2,Male,2,2,Manufacturing Director,3,Married,5916,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1,1
203,56,Travel_Rarely,Research & Development,4,4,Technical Degree,1191,4,Female,3,5,Manager,1,Divorced,19943,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,0
204,38,Travel_Frequently,Research & Development,2,2,Life Sciences,556,4,Male,3,1,Laboratory Technician,4,Married,1702,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,0
205,36,Travel_Rarely,Research & Development,27,3,Medical,13,3,Male,3,2,Healthcare Representative,3,Married,5237,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,0
206,26,Travel_Frequently,Research & Development,1,3,Life Sciences,384,3,Female,3,2,Manufacturing Director,2,Divorced,6397,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4,0
207,50,Non-Travel,Research & Development,2,4,Life Sciences,905,1,Male,3,4,Manager,1,Divorced,17924,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,0
208,32,Travel_Rarely,Research & Development,9,3,Medical,190,1,Female,3,1,Laboratory Technician,1,Single,4200,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,1
209,32,Travel_Rarely,Sales,1,4,Medical,2013,2,Male,2,1,Sales Representative,2,Married,2269,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2,0
210,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1249,1,Female,3,1,Research Scientist,4,Divorced,3760,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,0
211,30,Travel_Rarely,Research & Development,6,3,Technical Degree,1311,1,Female,2,2,Laboratory Technician,4,Married,4627,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,0
212,40,Non-Travel,Sales,28,3,Other,615,3,Male,1,3,Sales Executive,1,Divorced,10932,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,0
213,34,Travel_Frequently,Research & Development,1,4,Other,1431,4,Male,3,1,Research Scientist,1,Divorced,2996,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3,0
214,29,Travel_Rarely,Research & Development,3,1,Medical,1586,2,Male,3,1,Laboratory Technician,1,Single,4723,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5,0
215,55,Travel_Rarely,Research & Development,1,3,Medical,374,4,Male,3,5,Manager,1,Single,19045,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13,0
216,38,Travel_Rarely,Sales,1,4,Life Sciences,230,1,Female,2,2,Sales Executive,4,Single,8686,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7,0
217,46,Non-Travel,Sales,26,2,Life Sciences,1801,2,Male,2,2,Sales Executive,2,Single,7991,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,0
218,36,Travel_Rarely,Sales,3,4,Marketing,1425,1,Female,3,2,Sales Executive,2,Single,9278,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,0
219,58,Travel_Rarely,Research & Development,2,3,Technical Degree,977,4,Male,3,1,Research Scientist,3,Single,2479,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0,1
220,44,Travel_Rarely,Research & Development,7,4,Medical,36,1,Female,2,3,Healthcare Representative,4,Married,10248,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17,0
221,40,Travel_Rarely,Sales,26,3,Marketing,1066,3,Male,3,2,Sales Executive,1,Married,8396,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,0
222,33,Travel_Rarely,Research & Development,13,1,Life Sciences,995,2,Female,3,1,Research Scientist,4,Single,3452,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,0
223,26,Travel_Frequently,Research & Development,3,1,Technical Degree,510,3,Male,3,1,Research Scientist,1,Single,3102,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,1
224,49,Travel_Rarely,Research & Development,16,3,Medical,1674,4,Female,3,1,Laboratory Technician,1,Divorced,2587,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,0
225,35,Travel_Rarely,Human Resources,26,4,Life Sciences,2040,3,Female,3,3,Human Resources,4,Single,8837,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7,0
226,27,Non-Travel,Research & Development,8,5,Life Sciences,1094,1,Male,1,1,Laboratory Technician,3,Married,4621,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,0
227,26,Travel_Rarely,Research & Development,6,3,Other,164,3,Female,2,1,Research Scientist,2,Married,2368,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,0
228,49,Travel_Rarely,Research & Development,20,4,Medical,170,3,Female,3,2,Manufacturing Director,1,Married,6567,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,0
229,49,Travel_Rarely,Research & Development,1,2,Technical Degree,431,3,Female,2,4,Healthcare Representative,3,Single,13964,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7,0
230,45,Travel_Rarely,Research & Development,25,2,Life Sciences,1888,2,Female,2,2,Manufacturing Director,4,Married,5906,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8,0
231,28,Travel_Rarely,Research & Development,5,4,Technical Degree,65,3,Male,3,1,Laboratory Technician,3,Single,3441,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,1
232,26,Travel_Rarely,Research & Development,6,3,Life Sciences,686,3,Female,3,1,Laboratory Technician,4,Married,2659,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,0
233,44,Travel_Rarely,Research & Development,10,4,Life Sciences,1200,3,Male,3,1,Research Scientist,3,Single,2936,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,1
234,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1361,2,Male,3,1,Laboratory Technician,2,Married,2387,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3,0
235,26,Travel_Rarely,Sales,5,3,Other,2060,4,Female,2,1,Sales Representative,3,Single,2966,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0,0
236,34,Non-Travel,Research & Development,3,4,Life Sciences,1115,3,Male,2,1,Research Scientist,4,Married,2979,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,0
237,34,Travel_Frequently,Research & Development,2,2,Life Sciences,1140,4,Male,3,2,Manufacturing Director,3,Single,4033,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,0
238,35,Travel_Rarely,Research & Development,27,4,Life Sciences,1728,4,Male,3,2,Manufacturing Director,3,Married,6883,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,0
239,43,Travel_Rarely,Research & Development,6,3,Medical,1402,1,Female,2,2,Research Scientist,3,Single,4081,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8,0
240,30,Travel_Rarely,Research & Development,2,3,Life Sciences,117,3,Male,2,2,Healthcare Representative,4,Married,4152,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,0
241,44,Travel_Rarely,Research & Development,1,4,Life Sciences,1903,2,Male,4,2,Healthcare Representative,1,Married,5033,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,0
242,42,Travel_Rarely,Research & Development,12,3,Medical,1768,2,Male,3,1,Laboratory Technician,2,Divorced,2766,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,0
243,30,Non-Travel,Research & Development,3,3,Life Sciences,562,3,Male,3,1,Laboratory Technician,4,Married,2097,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,0
244,30,Non-Travel,Sales,22,4,Other,567,3,Female,3,3,Sales Executive,1,Married,8412,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,0
245,38,Travel_Frequently,Research & Development,10,1,Medical,1006,3,Male,3,1,Research Scientist,3,Married,2684,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,0
246,31,Travel_Frequently,Sales,1,4,Life Sciences,1427,2,Female,1,1,Sales Representative,3,Single,1359,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,1
247,54,Travel_Rarely,Sales,2,4,Life Sciences,1070,3,Female,2,3,Sales Executive,3,Married,10686,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,0
248,48,Travel_Rarely,Research & Development,15,4,Other,1576,3,Female,3,1,Research Scientist,1,Married,2367,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6,0
249,31,Travel_Rarely,Human Resources,8,2,Medical,1461,4,Female,4,1,Human Resources,2,Single,2109,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2,0
250,39,Travel_Rarely,Sales,15,4,Marketing,1975,2,Male,3,4,Sales Executive,1,Single,13341,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10,0
251,25,Travel_Rarely,Sales,8,3,Life Sciences,707,4,Male,4,2,Sales Executive,2,Married,4851,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,0
252,34,Travel_Rarely,Sales,1,4,Marketing,1047,2,Male,4,2,Sales Executive,4,Divorced,9725,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,0
253,27,Travel_Rarely,Sales,2,1,Marketing,667,3,Male,3,1,Sales Representative,1,Divorced,3041,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,1
254,45,Travel_Rarely,Research & Development,20,3,Medical,1460,2,Male,1,3,Healthcare Representative,1,Divorced,10851,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,0
255,27,Non-Travel,Research & Development,9,3,Medical,218,4,Male,3,1,Research Scientist,2,Divorced,2024,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,0
256,46,Travel_Rarely,Research & Development,2,2,Life Sciences,1857,4,Male,3,3,Manufacturing Director,4,Divorced,8578,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7,0
257,26,Travel_Rarely,Human Resources,20,2,Medical,1818,4,Female,3,1,Human Resources,2,Married,2148,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4,1
258,35,Travel_Rarely,Sales,1,3,Marketing,600,2,Male,3,2,Sales Executive,3,Married,4717,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,0
259,36,Travel_Rarely,Human Resources,13,3,Human Resources,829,3,Male,3,1,Human Resources,2,Married,2143,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,0
260,43,Non-Travel,Research & Development,7,3,Medical,262,4,Male,4,1,Research Scientist,4,Divorced,2089,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2,0
261,32,Travel_Rarely,Research & Development,2,4,Life Sciences,1692,4,Male,3,1,Laboratory Technician,2,Single,1393,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,1
262,33,Travel_Rarely,Research & Development,25,3,Medical,1108,1,Male,2,1,Research Scientist,2,Single,2313,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,1
263,26,Travel_Frequently,Sales,1,3,Medical,956,3,Male,2,2,Sales Executive,1,Single,4294,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,0
264,45,Travel_Frequently,Research & Development,25,3,Medical,1306,2,Female,3,5,Manager,2,Single,18061,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0,0
265,35,Travel_Rarely,Research & Development,4,2,Other,53,3,Male,3,1,Laboratory Technician,4,Divorced,1951,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0,0
266,32,Travel_Rarely,Research & Development,8,2,Medical,865,3,Female,4,2,Research Scientist,3,Married,5175,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3,0
267,31,Non-Travel,Research & Development,10,3,Medical,1979,3,Female,3,3,Research Director,3,Married,11031,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,0
268,36,Travel_Rarely,Research & Development,8,3,Technical Degree,83,3,Female,3,3,Healthcare Representative,3,Divorced,10096,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8,0
269,55,Travel_Rarely,Research & Development,2,3,Medical,787,4,Male,3,5,Manager,1,Married,19859,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4,1
270,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1954,1,Male,3,2,Healthcare Representative,1,Married,5373,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2,0
271,39,Travel_Rarely,Research & Development,24,1,Life Sciences,2014,1,Male,3,2,Research Scientist,4,Single,4108,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7,0
272,34,Travel_Rarely,Sales,10,4,Life Sciences,1055,3,Female,3,1,Sales Representative,3,Married,2220,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,0
273,49,Travel_Rarely,Research & Development,1,3,Life Sciences,1677,3,Male,3,4,Manager,3,Single,15379,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,0
274,36,Travel_Frequently,Research & Development,11,3,Life Sciences,85,2,Male,2,2,Manufacturing Director,2,Single,6499,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,0
275,25,Travel_Rarely,Sales,5,3,Marketing,142,3,Male,2,2,Sales Executive,3,Single,5744,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3,1
276,35,Travel_Rarely,Research & Development,7,3,Other,845,3,Male,3,3,Manufacturing Director,3,Single,10221,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6,0
277,28,Travel_Rarely,Research & Development,8,2,Life Sciences,395,4,Female,3,1,Research Scientist,4,Single,3310,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2,0
278,28,Non-Travel,Research & Development,1,3,Life Sciences,1315,3,Female,1,2,Laboratory Technician,4,Married,6674,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,0
279,37,Travel_Rarely,Human Resources,8,2,Other,1794,3,Male,3,2,Human Resources,2,Divorced,4071,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,0
280,36,Non-Travel,Research & Development,9,4,Life Sciences,1949,1,Male,4,1,Laboratory Technician,2,Married,2810,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2,0
281,31,Travel_Rarely,Sales,2,1,Life Sciences,604,2,Male,3,2,Sales Executive,4,Single,6582,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,0
282,35,Travel_Rarely,Research & Development,16,2,Other,1886,4,Female,2,2,Manufacturing Director,2,Married,4788,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2,0
283,30,Travel_Frequently,Research & Development,4,3,Technical Degree,514,3,Male,3,1,Research Scientist,4,Single,2285,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,1
284,34,Travel_Rarely,Research & Development,9,3,Medical,717,4,Female,2,3,Healthcare Representative,2,Single,8621,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,0
285,38,Travel_Frequently,Research & Development,29,5,Life Sciences,79,4,Female,3,2,Laboratory Technician,4,Single,2406,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9,0
286,38,Travel_Rarely,Research & Development,2,3,Life Sciences,24,4,Male,3,1,Research Scientist,4,Single,3944,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2,0
287,36,Travel_Rarely,Research & Development,4,4,Life Sciences,1435,1,Male,2,2,Laboratory Technician,4,Single,5810,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,0
288,23,Travel_Rarely,Research & Development,8,1,Medical,1684,4,Male,2,1,Laboratory Technician,3,Single,3989,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,1
289,27,Travel_Rarely,Research & Development,4,3,Life Sciences,2064,2,Male,4,2,Manufacturing Director,2,Married,6142,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3,0
290,35,Travel_Rarely,Research & Development,22,3,Life Sciences,577,4,Male,1,1,Laboratory Technician,3,Single,4230,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,0
291,38,Travel_Rarely,Research & Development,9,2,Life Sciences,1940,2,Male,3,1,Research Scientist,4,Divorced,4771,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3,0
292,32,Travel_Rarely,Research & Development,3,2,Life Sciences,727,3,Female,3,3,Research Director,4,Single,11159,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,0
293,23,Travel_Rarely,Research & Development,9,1,Medical,758,2,Male,3,1,Laboratory Technician,1,Married,2500,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,0
294,32,Travel_Rarely,Sales,13,4,Life Sciences,859,2,Male,3,2,Sales Executive,4,Divorced,4403,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3,0
295,55,Travel_Frequently,Research & Development,2,1,Life Sciences,1096,4,Male,3,3,Manufacturing Director,2,Married,10976,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,0
296,46,Travel_Rarely,Research & Development,2,3,Life Sciences,575,1,Male,3,4,Research Director,3,Married,17861,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,0
297,60,Travel_Frequently,Sales,28,3,Marketing,573,3,Female,2,3,Sales Executive,1,Married,10266,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,0
298,29,Travel_Rarely,Sales,9,3,Marketing,1752,2,Female,1,1,Sales Representative,2,Single,2760,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,1
299,49,Travel_Rarely,Research & Development,1,3,Technical Degree,887,3,Female,3,1,Research Scientist,1,Married,3580,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2,0
300,42,Travel_Frequently,Sales,12,3,Life Sciences,1167,3,Male,3,4,Sales Executive,1,Single,13758,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,1
301,35,Travel_Frequently,Sales,1,3,Marketing,314,3,Female,3,3,Sales Executive,3,Single,8789,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,0
302,37,Travel_Rarely,Research & Development,6,3,Medical,474,3,Male,4,2,Research Scientist,1,Divorced,5974,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,0
303,53,Travel_Rarely,Research & Development,24,4,Medical,1689,2,Male,4,3,Healthcare Representative,4,Married,7005,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,0
304,37,Travel_Rarely,Research & Development,10,3,Medical,1640,2,Female,3,1,Research Scientist,2,Married,3936,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7,0
305,50,Travel_Frequently,Research & Development,22,5,Medical,1539,3,Male,1,4,Research Director,4,Single,14411,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9,0
306,54,Travel_Rarely,Research & Development,2,4,Technical Degree,126,1,Female,3,3,Research Director,3,Married,13549,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3,0
