���ʱ��,֧��,A,B,C,D
2020/10/1 16:00,Q,26.8,49,0,1.1
2020/10/1 15:00,Q,25.8,53,0,0.7
2020/10/1 17:00,Q,26.6,49,0,1.9
2020/10/1 18:00,Q,25.6,49,0,3.2
2020/10/1 19:00,Q,24.8,53,0,1.1
2020/10/1 20:00,Q,24.6,46,0,2.5
2020/10/1 22:00,Q,23.2,51,0,1.6
2020/10/2 3:00,Q,22,33,0,1.7
2020/10/2 1:00,Q,22.3,38,0,1.3
2020/10/2,Q,22.8,40,0,1.8
2020/10/2 2:00,Q,22.3,37,0,1.2
2020/10/2 4:00,Q,21.9,31,0,3.1
2020/10/2 6:00,Q,21.1,33,0,0.8
2020/10/2 5:00,Q,21.5,31,0,1
2020/10/2 7:00,Q,21.3,31,0,1.2
2020/10/2 8:00,Q,20.9,31,0,1.6
2020/10/2 9:00,Q,20.2,44,0,1.3
2020/10/2 11:00,Q,17.5,78,0.4,1.7
2020/10/2 14:00,Q,16.4,84,0.1,0.9
2020/10/2 19:00,Q,14.3,93,0,0.8
2020/10/2 17:00,Q,15.5,97,0,1.5
2020/10/2 18:00,Q,14.7,94,0,1.5
2020/10/2 20:00,Q,14.3,91,0,0
2020/10/2 21:00,Q,14.9,92,0,1.2
2020/10/3 2:00,Q,15,100,0.4,1
2020/10/3 3:00,Q,15,97,0.1,1.6
2020/10/3 5:00,Q,14.2,100,0.2,1.5
2020/10/3 1:00,Q,15.1,100,0.2,0.7
2020/10/3,Q,15.1,100,0,1.5
2020/10/3 4:00,Q,14.9,100,0,1
2020/10/3 7:00,Q,14.6,99,0,1.4
2020/10/3 8:00,Q,15.1,93,0,2.5
2020/10/3 9:00,Q,15.4,92,0,2.9
2020/10/3 11:00,Q,15.7,96,0.1,2.7
2020/10/3 12:00,Q,15.9,96,0,2.5
2020/10/3 13:00,Q,16.4,92,0,1.9
2020/10/3 17:00,Q,17,95,0,1.5
2020/10/3 14:00,Q,16.9,94,0,1.5
2020/10/3 16:00,Q,17.3,92,0,0.3
2020/10/3 15:00,Q,17.3,91,0,1.1
2020/10/4,Q,15,100,0,0.6
2020/10/4 1:00,Q,14.8,100,0,0.9
2020/10/4 2:00,Q,14.3,100,0,0.8
2020/10/4 3:00,Q,14.7,94,0,2.5
2020/10/4 5:00,Q,16.5,64,0,1.7
2020/10/4 7:00,Q,17.8,49,0,2.1
2020/10/4 8:00,Q,17.3,53,0,1
2020/10/4 10:00,Q,18.6,31,0,2.8
2020/10/4 11:00,Q,19.1,30,0,2.5
2020/10/4 9:00,Q,18.1,33,0,2.5
2020/10/5 2:00,Q,12.3,89,0,0.4
2020/10/5,Q,12.2,76,0,0
2020/10/5 4:00,Q,12,99,0,0.8
2020/10/5 6:00,Q,12.3,83,0,0.8
2020/10/5 9:00,Q,12.9,86,0.2,0.9
2020/10/5 12:00,Q,14.4,63,0,1.3
2020/10/5 11:00,Q,13.9,53,0,1
2020/10/5 8:00,Q,12.5,88,0,0.6
2020/10/5 15:00,Q,16.5,36,0,2.1
2020/10/5 13:00,Q,15,42,0,0.9
2020/10/5 14:00,Q,15.3,41,0,1.2
2020/10/5 16:00,Q,15.8,41,0,2.4
2020/10/6 3:00,Q,8.7,100,0,0
2020/10/6 1:00,Q,10.5,84,0,0.8
2020/10/6 7:00,Q,10.1,100,0,0.7
2020/10/6 5:00,Q,9.3,100,0,0
2020/10/6 4:00,Q,9.2,100,0,0.1
2020/10/8 1:00,Q,13.8,74,0,0.2
2020/10/8,Q,13.2,75,0,0.7
2020/10/8 8:00,Q,14.6,88,0,0.8
2020/10/8 9:00,Q,15.4,72,0,0.6
2020/10/8 11:00,Q,18.3,59,0,1.6
2020/10/8 17:00,Q,20.4,41,0,1.9
2020/10/8 21:00,Q,13.9,81,0,0
2020/10/8 18:00,Q,18.8,48,0,0.8
2020/10/8 15:00,Q,20.9,39,0,2.9
2020/10/8 20:00,Q,14.2,72,0,0.2
2020/10/8 19:00,Q,15.7,62,0,0.3
2020/10/9,Q,12.4,98,0,0.8
2020/10/9 3:00,Q,13.2,98,0,0.8
2020/10/9 6:00,Q,13.7,99,0,0.7
2020/10/9 4:00,Q,13.4,99,0,0
2020/10/9 2:00,Q,12.8,100,0,0.1
2020/10/9 1:00,Q,12.1,100,0,0
2020/10/9 5:00,Q,13.7,100,0,0.7
2020/10/9 9:00,Q,17.9,69,0,0.9
2020/10/9 11:00,Q,20.4,49,0,1.5
2020/10/9 10:00,Q,19.3,52,0,0.9
2020/10/9 12:00,Q,21.4,46,0,1.5
2020/10/9 8:00,Q,15.2,88,0,0.7
2020/10/9 13:00,Q,21.1,47,0,0.6
2020/10/9 14:00,Q,21.3,48,0,0.6
2020/10/9 15:00,Q,21.2,49,0,1.2
2020/10/9 19:00,Q,17.2,72,0,0
2020/10/9 20:00,Q,15.9,81,0,1.3
2020/10/9 16:00,Q,21.6,49,0,2.1
2020/10/9 18:00,Q,19.7,62,0,0.5
2020/10/10 11:00,Q,17.5,87,0.1,0.2
2020/10/10 14:00,Q,19.1,72,0,1.1
2020/10/10,Q,15.1,98,0,0.4
2020/10/10 4:00,Q,15.4,100,0,0.8
2020/10/10 9:00,Q,16.4,99,0,0.3
2020/10/10 8:00,Q,15.7,100,0,1
2020/10/10 2:00,Q,15.4,100,0,0.1
2020/10/10 5:00,Q,15.4,100,0,0.9
2020/10/10 15:00,Q,19.2,70,0,1.4
2020/10/10 7:00,Q,15.3,100,0.2,0.8
2020/10/10 16:00,Q,19.1,72,0,1.2
2020/10/10 17:00,Q,18.7,76,0,0.9
2020/10/10 18:00,Q,17.9,83,0,0.6
2020/10/10 19:00,Q,17.2,91,0,0
2020/10/10 20:00,Q,16.6,96,0,0
2020/10/10 21:00,Q,16.2,98,0,0.7
2020/10/10 22:00,Q,16.1,97,0,0.6
2020/10/10 23:00,Q,16,99,0,0.2
2020/10/11,Q,15.8,100,0,0.9
2020/10/11 1:00,Q,15.7,100,0,0.8
2020/10/11 2:00,Q,15.8,100,0,0.6
2020/10/11 3:00,Q,15.9,100,0,0.6
2020/10/11 4:00,Q,15.8,100,0,0.9
2020/10/11 5:00,Q,15.4,100,0,0.7
2020/10/11 6:00,Q,15.2,100,0,0.2
2020/10/11 7:00,Q,15.4,100,0,0.9
2020/10/11 8:00,Q,16.3,96,0,0.8
2020/10/11 9:00,Q,17.7,85,0,1.5
2020/10/11 10:00,Q,18.3,83,0,1.4
2020/10/11 11:00,Q,18.6,85,0,0.8
2020/10/11 12:00,Q,19.4,78,0,1.1
2020/10/11 13:00,Q,19.6,75,0,0.7
2020/10/11 14:00,Q,20.2,78,0,0.6
2020/10/11 15:00,Q,19.6,84,0,1.3
2020/10/11 16:00,Q,19.5,85,0,0.7
2020/10/11 17:00,Q,19.3,87,0,0.4
2020/10/11 18:00,Q,18.6,93,0,1.5
2020/10/11 19:00,Q,18.2,94,0,2.1
2020/10/11 20:00,Q,17.8,98,0,1.8
2020/10/11 21:00,Q,17.6,98,0,0.3
2020/10/11 22:00,Q,17.4,100,0,0.4
2020/10/11 23:00,Q,17.5,99,0,1
2020/10/12,Q,17.2,100,0,0.3
2020/10/12 1:00,Q,17.1,100,0,0.9
2020/10/12 2:00,Q,16.9,100,0,1.1
2020/10/12 3:00,Q,16.6,100,0,0.5
2020/10/12 4:00,Q,16.6,100,0,0
2020/10/12 5:00,Q,16.5,100,0,0.6
2020/10/12 6:00,Q,16.5,100,0.1,1
2020/10/12 7:00,Q,16.5,92,0.1,2.3
2020/10/12 8:00,Q,15.7,81,0,4.2
2020/10/12 9:00,Q,15.3,71,0,3
2020/10/12 11:00,Q,15.6,86,0,2.3
2020/10/12 13:00,Q,16.1,76,0,1.6
2020/10/12 14:00,Q,16.4,61,0,0.8
2020/10/12 12:00,Q,15.7,83,0,2.4
2020/10/12 17:00,Q,16.3,59,0,1.3
2020/10/12 16:00,Q,16.3,62,0,1.7
2020/10/12 18:00,Q,15.9,62,0,1.4
2020/10/12 19:00,Q,15.7,65,0,0.2
2020/10/12 21:00,Q,14.9,90,0,1
2020/10/12 22:00,Q,14.7,88,0,0.8
2020/10/12 23:00,Q,14.2,89,0,1.1
2020/10/13,Q,13.7,98,0.3,0.8
2020/10/13 1:00,Q,13.6,96,0.2,1.4
2020/10/13 2:00,Q,13.4,100,0.1,1.1
2020/10/13 3:00,Q,13.1,100,0.4,1
2020/10/13 4:00,Q,13.1,100,0.2,1.1
2020/10/13 5:00,Q,12.7,100,0.6,0.4
2020/10/13 7:00,Q,12.6,100,0.2,0.2
2020/10/13 8:00,Q,13,100,0.3,0.9
2020/10/13 9:00,Q,13.5,100,0.6,0.8
2020/10/13 10:00,Q,14.1,100,0.8,0.7
2020/10/13 11:00,Q,14.7,100,0.4,1
2020/10/13 12:00,Q,14.8,100,0,1
2020/10/13 13:00,Q,15.4,100,0,1.3
2020/10/13 14:00,Q,15.4,100,0,0.8
2020/10/13 15:00,Q,15.4,100,0.1,0.9
2020/10/13 16:00,Q,15.4,100,0.6,0.6
2020/10/13 19:00,Q,14.9,100,0.1,0.6
2020/10/13 20:00,Q,14.7,100,0,0.8
2020/10/13 21:00,Q,14.7,100,0,0
2020/10/13 23:00,Q,14.7,100,0.4,1.2
2020/10/13 22:00,Q,14.8,100,0.2,1
2020/10/14,Q,13.6,100,1,1.7
2020/10/14 1:00,Q,12.7,100,1,1.6
2020/10/14 2:00,Q,12.4,100,0.6,2
2020/10/14 3:00,Q,12.3,100,1.2,2
2020/10/14 4:00,Q,12.3,100,0.6,0.9
2020/10/14 5:00,Q,12.3,100,0.7,0.2
2020/10/14 6:00,Q,12.3,100,1,0.8
2020/10/14 7:00,Q,12.3,100,0.9,1.2
2020/10/14 8:00,Q,12.3,100,1,1.8
2020/10/14 9:00,Q,12.4,100,0.5,0.9
2020/10/14 10:00,Q,12.7,100,0.3,1.1
2020/10/14 11:00,Q,12.8,100,0.2,1.5
2020/10/14 12:00,Q,12.7,100,0.3,2.3
2020/10/14 13:00,Q,12.3,100,0.1,1.3
2020/10/14 14:00,Q,12.1,100,1.2,0.7
2020/10/14 15:00,Q,12.3,100,0.9,0.6
2020/10/14 16:00,Q,12.6,100,0.1,0.5
2020/10/14 17:00,Q,12.8,100,0,0.1
2020/10/14 18:00,Q,12.7,100,0,0.9
2020/10/14 19:00,Q,11.8,100,0,2.6
2020/10/14 20:00,Q,11.6,100,0,1
2020/10/14 21:00,Q,11.7,100,0,0.8
2020/10/14 22:00,Q,11.8,100,0,0.8
2020/10/15,Q,11.9,100,0,0.5
2020/10/15 1:00,Q,11.6,100,0,0.1
2020/10/15 2:00,Q,11.6,100,0,0.5
2020/10/15 3:00,Q,11.5,100,0,0.9
2020/10/15 4:00,Q,11.6,100,0,1.5
2020/10/15 5:00,Q,11.8,100,0,1.3
2020/10/15 6:00,Q,11.9,100,0,1.4
2020/10/15 7:00,Q,12.1,100,0,1.4
2020/10/15 8:00,Q,12.6,100,0,1.5
2020/10/15 9:00,Q,13.1,99,0,1.1
2020/10/15 10:00,Q,14.1,94,0,1.1
2020/10/15 11:00,Q,14.7,94,0,1
2020/10/15 12:00,Q,15.6,86,0,1.4
2020/10/15 14:00,Q,16.3,86,0,1.5
2020/10/15 15:00,Q,16.1,83,0,1.8
2020/10/15 16:00,Q,16,85,0,0.9
2020/10/15 17:00,Q,15.4,95,0,1.2
2020/10/16,Q,12.9,100,0,1
2020/10/16 1:00,Q,13.5,96,0,1.8
2020/10/16 4:00,Q,13.5,88,0,2.4
2020/10/16 5:00,Q,12.5,97,0,0.2
2020/10/16 8:00,Q,15.1,77,0,1.6
2020/10/16 7:00,Q,14.4,73,0,1
2020/10/16 6:00,Q,15.5,64,0,1.9
2020/10/16 9:00,Q,17.3,53,0,1.3
2020/10/16 10:00,Q,17.6,57,0,1.8
2020/10/16 11:00,Q,18.5,53,0,1.7
2020/10/16 12:00,Q,20.3,47,0,1
2020/10/16 13:00,Q,21.1,47,0,2.4
2020/10/16 14:00,Q,21.5,45,0,3.2
2020/10/16 15:00,Q,21.2,45,0,4
2020/10/16 16:00,Q,21,46,0,3.1
2020/10/16 17:00,Q,20.4,46,0,1.6
2020/10/16 18:00,Q,18,60,0,1.8
2020/10/16 19:00,Q,16.2,69,0,3.8
2020/10/16 20:00,Q,15.1,72,0,2.2
2020/10/16 21:00,Q,14.3,75,0,0.8
2020/10/16 22:00,Q,12.8,94,0,1.4
2020/10/16 23:00,Q,12.4,96,0,1.3
2020/10/17,Q,11,100,0,0.9
2020/10/17 1:00,Q,10.2,100,0,0.4
2020/10/17 2:00,Q,10.4,100,0,0.9
2020/10/17 3:00,Q,9.8,100,0,1
2020/10/17 4:00,Q,10.3,100,0,1.6
2020/10/17 6:00,Q,8.8,100,0,0.5
2020/10/17 7:00,Q,8.2,100,0,0.8
2020/10/17 8:00,Q,9.4,100,0,0.9
2020/10/17 9:00,Q,12.4,91,0,0.5
2020/10/17 10:00,Q,15.7,46,0,1.8
2020/10/17 11:00,Q,17.4,39,0,1.6
2020/10/17 12:00,Q,19.1,38,0,0.7
2020/10/17 13:00,Q,20.6,39,0,1.1
2020/10/17 14:00,Q,21,37,0,2.6
2020/10/17 15:00,Q,21.9,31,0,2.2
2020/10/17 17:00,Q,20,35,0,1.8
2020/10/17 18:00,Q,16.7,51,0,0.7
2020/10/17 19:00,Q,14,66,0,0.8
2020/10/17 20:00,Q,12.5,75,0,0.8
2020/10/17 21:00,Q,10.9,98,0,0.3
2020/10/17 22:00,Q,10.4,95,0,1.7
2020/10/17 23:00,Q,11.4,79,0,1.5
2020/10/18,Q,10.3,92,0,0.8
2020/10/18 1:00,Q,9.2,100,0,0.6
2020/10/18 2:00,Q,8.1,100,0,0.6
2020/10/18 3:00,Q,7.9,100,0,0.7
2020/10/18 4:00,Q,7.8,100,0,2.1
2020/10/18 5:00,Q,7.3,100,0,0.7
2020/10/18 6:00,Q,9.7,72,0,1.6
2020/10/18 7:00,Q,9.4,73,0,1
2020/10/18 8:00,Q,11.4,85,0,0.8
2020/10/18 9:00,Q,15.8,42,0,1.2
2020/10/18 10:00,Q,18,35,0,1.3
2020/10/18 11:00,Q,18.9,33,0,1.9
2020/10/18 12:00,Q,19.5,32,0,0.7
2020/10/18 13:00,Q,20.2,32,0,1.1
2020/10/18 14:00,Q,21.2,36,0,0.6
2020/10/18 15:00,Q,21.4,31,0,1.6
2020/10/18 16:00,Q,21.4,30,0,2.6
2020/10/18 17:00,Q,19.5,37,0,0.9
2020/10/18 18:00,Q,16.4,57,0,0
2020/10/18 19:00,Q,14.5,64,0,0.8
2020/10/18 20:00,Q,13.5,87,0,0.7
2020/10/18 21:00,Q,12.8,95,0,0.9
2020/10/18 22:00,Q,12.7,92,0,0.3
2020/10/18 23:00,Q,11.9,100,0,0.2
2020/10/19,Q,11.3,100,0,0.4
2020/10/19 1:00,Q,10.5,100,0,0.8
2020/10/19 2:00,Q,10.2,100,0,0.9
2020/10/19 3:00,Q,9.8,100,0,0.6
2020/10/19 4:00,Q,8.8,100,0,1.1
2020/10/19 5:00,Q,8.5,100,0,1.3
2020/10/19 6:00,Q,7.9,100,0,0.5
2020/10/19 7:00,Q,8.6,99,0,0.8
2020/10/19 8:00,Q,10.9,90,0,0.7
2020/10/19 9:00,Q,15.4,57,0,1.1
2020/10/19 10:00,Q,18.6,45,0,1.1
2020/10/19 11:00,Q,19.3,45,0,2.5
2020/10/19 13:00,Q,21.5,39,0,2.1
2020/10/19 14:00,Q,22.3,33,0,3
2020/10/19 15:00,Q,22.6,29,0,1.6
2020/10/19 16:00,Q,22.5,27,0,1.3
2020/10/19 17:00,Q,21.3,34,0,1.6
2020/10/19 18:00,Q,18.7,40,0,2.1
2020/10/19 19:00,Q,17,51,0,1.2
2020/10/19 21:00,Q,12.8,80,0,0.7
2020/10/19 20:00,Q,14.3,63,0,0.9
2020/10/19 22:00,Q,12.1,85,0,0.3
2020/10/19 23:00,Q,11.3,99,0,0.5
2020/10/20,Q,10.9,100,0,0.6
2020/10/20 1:00,Q,11,98,0,0.7
2020/10/20 2:00,Q,10.2,100,0,0.4
2020/10/20 3:00,Q,9.6,100,0,0
2020/10/20 4:00,Q,9.4,100,0,1
2020/10/20 5:00,Q,9.6,100,0,1
2020/10/20 6:00,Q,10,100,0,0.7
2020/10/20 7:00,Q,9.8,100,0,0.5
2020/10/20 8:00,Q,10.7,100,0,0.4
2020/10/20 9:00,Q,12.3,99,0,0.1
2020/10/20 10:00,Q,15.2,82,0,0.8
2020/10/20 11:00,Q,17.9,54,0,1.6
2020/10/20 12:00,Q,19.4,50,0,2.1
2020/10/20 13:00,Q,19.4,51,0,2.3
2020/10/20 14:00,Q,19.6,50,0,1.3
2020/10/20 15:00,Q,20.4,46,0,1.2
2020/10/20 16:00,Q,20.1,49,0,1.5
2020/10/20 17:00,Q,19.1,55,0,1.1
2020/10/20 18:00,Q,17.6,66,0,0.6
2020/10/20 19:00,Q,16.1,79,0,0.9
2020/10/20 20:00,Q,15.3,91,0,0.2
2020/10/20 21:00,Q,14.6,96,0,0.9
2020/10/20 22:00,Q,14.2,99,0,0.3
2020/10/20 23:00,Q,13.7,100,0,0
2020/10/21,Q,13,100,0,0.6
2020/10/21 1:00,Q,12.3,100,0,1
2020/10/21 2:00,Q,11.3,100,0,0.2
2020/10/21 3:00,Q,10.7,100,0,0.5
2020/10/21 4:00,Q,11,100,0,1.9
2020/10/21 5:00,Q,10.5,100,0,0.6
2020/10/21 6:00,Q,10.3,99,0,0.5
2020/10/21 7:00,Q,9.7,100,0,0.5
2020/10/21 8:00,Q,12.6,87,0,1.1
2020/10/21 9:00,Q,17,54,0,1.9
2020/10/21 10:00,Q,20,30,0,2.3
2020/10/21 11:00,Q,21.8,20,0,3.1
2020/10/21 12:00,Q,22.8,22,0,2.3
2020/10/21 13:00,Q,23.8,21,0,2.4
2020/10/21 14:00,Q,24.4,19,0,1.1
2020/10/21 15:00,Q,24.6,19,0,1.6
2020/10/21 16:00,Q,24.4,18,0,1.3
2020/10/21 17:00,Q,23.3,23,0,0.8
2020/10/21 18:00,Q,19.4,34,0,0.5
2020/10/21 19:00,Q,16.6,39,0,1
2020/10/21 21:00,Q,12.7,62,0,0
2020/10/21 22:00,Q,11.6,70,0,0.7
2020/10/21 23:00,Q,11,70,0,0.3
2020/10/22,Q,11.5,64,0,1.2
2020/10/22 1:00,Q,11.2,67,0,1.4
2020/10/22 2:00,Q,9.5,90,0,0.6
2020/10/22 3:00,Q,8.8,95,0,0.8
2020/10/22 4:00,Q,8.2,99,0,0.6
2020/10/22 5:00,Q,7.7,100,0,0.7
2020/10/22 6:00,Q,7.2,100,0,0
2020/10/22 7:00,Q,6.8,100,0,0.3
2020/10/22 8:00,Q,9.2,97,0,0.1
2020/10/22 9:00,Q,14.5,51,0,1
2020/10/22 10:00,Q,17.5,32,0,0.8
2020/10/22 11:00,Q,19.8,28,0,1.3
2020/10/22 12:00,Q,21.3,27,0,1.7
2020/10/22 14:00,Q,24.1,18,0,1.4
2020/10/22 15:00,Q,24.4,21,0,1.9
2020/10/22 16:00,Q,24.5,18,0,1
2020/10/22 17:00,Q,23,13,0,0.9
2020/10/22 18:00,Q,20.7,17,0,2.2
2020/10/22 19:00,Q,17.8,33,0,1.1
2020/10/22 20:00,Q,16.5,37,0,2.6
2020/10/22 21:00,Q,16.1,35,0,1.2
2020/10/22 22:00,Q,12.5,52,0,0.6
2020/10/22 23:00,Q,14,38,0,2.2
2020/10/23,Q,12,48,0,1.2
2020/10/23 1:00,Q,9.4,63,0,1.2
2020/10/23 2:00,Q,9.1,61,0,1.2
2020/10/23 3:00,Q,7.7,72,0,0
2020/10/23 4:00,Q,7.5,75,0,0.5
2020/10/23 5:00,Q,6.1,94,0,0.9
2020/10/23 6:00,Q,5.1,100,0,0.4
2020/10/23 7:00,Q,4.6,100,0,0.9
2020/10/23 8:00,Q,7.5,100,0,0.5
2020/10/23 9:00,Q,13.1,56,0,0.7
2020/10/23 10:00,Q,15.5,34,0,1.3
2020/10/23 11:00,Q,16.9,26,0,2.6
2020/10/23 12:00,Q,17.8,21,0,2.2
2020/10/23 13:00,Q,18.1,20,0,1.5
2020/10/23 14:00,Q,18.5,22,0,1.5
2020/10/23 16:00,Q,18.7,24,0,2
2020/10/23 17:00,Q,17.9,25,0,1.6
2020/10/23 18:00,Q,15.7,33,0,1.6
2020/10/23 19:00,Q,13.7,42,0,1.5
2020/10/23 20:00,Q,13.1,41,0,1.8
2020/10/23 21:00,Q,10.7,57,0,0.8
2020/10/23 22:00,Q,8.9,68,0,0.3
2020/10/23 23:00,Q,8.4,70,0,0.8
2020/10/24,Q,7.5,86,0,0
2020/10/24 1:00,Q,6.6,95,0,0.6
2020/10/24 2:00,Q,6.3,94,0,0.3
2020/10/24 3:00,Q,5.4,100,0,0.3
2020/10/24 4:00,Q,5,100,0,0
2020/10/24 5:00,Q,4.7,100,0,0.5
2020/10/24 6:00,Q,4.4,100,0,0.5
2020/10/24 7:00,Q,4.3,100,0,0.2
2020/10/24 8:00,Q,6.9,100,0,0.6
2020/10/24 9:00,Q,12.1,67,0,0.6
2020/10/24 10:00,Q,14,46,0,1.3
2020/10/24 12:00,Q,16.4,34,0,1.8
2020/10/24 13:00,Q,17.3,31,0,0.9
2020/10/24 14:00,Q,17.3,33,0,1.1
2020/10/24 15:00,Q,17.7,31,0,0.9
2020/10/24 16:00,Q,17.9,34,0,2.3
2020/10/24 17:00,Q,17.2,38,0,1.2
2020/10/24 18:00,Q,15.7,46,0,0
2020/10/24 19:00,Q,14.3,49,0,1.5
2020/10/24 20:00,Q,14.8,45,0,1.4
2020/10/24 21:00,Q,14.9,43,0,1
2020/10/24 22:00,Q,13.1,69,0,0.4
2020/10/24 23:00,Q,12.3,66,0,0.6
2020/10/25,Q,12.4,68,0,0.6
2020/10/25 1:00,Q,11.5,80,0,0.7
2020/10/25 2:00,Q,11.1,90,0,0.3
2020/10/25 3:00,Q,10.9,91,0,0.5
2020/10/25 5:00,Q,9.1,98,0,0.1
2020/10/25 6:00,Q,8.2,100,0,0.4
2020/10/25 7:00,Q,7.5,100,0,0.5
2020/10/25 8:00,Q,9.5,99,0,0.5
2020/10/25 9:00,Q,14.4,60,0,1.1
2020/10/25 10:00,Q,17.3,41,0,1
2020/10/25 11:00,Q,18.9,35,0,2.6
2020/10/25 12:00,Q,20.5,32,0,0.9
2020/10/25 13:00,Q,21.7,34,0,1.7
2020/10/25 14:00,Q,23.1,32,0,1.5
2020/10/25 15:00,Q,23.4,31,0,1.5
2020/10/25 16:00,Q,23.5,31,0,1.3
2020/10/25 18:00,Q,18.6,54,0,0
2020/10/25 19:00,Q,16.9,61,0,0.1
2020/10/25 20:00,Q,15,75,0,0
2020/10/25 21:00,Q,14.2,84,0,0.8
2020/10/25 22:00,Q,13.3,97,0,0.5
2020/10/25 23:00,Q,13.3,97,0,0
2020/10/26,Q,13.3,97,0,0
2020/10/26 1:00,Q,13.9,92,0,0.7
2020/10/26 2:00,Q,14.3,92,0,0.7
2020/10/26 3:00,Q,15.3,78,0,1
2020/10/26 4:00,Q,16,69,0,1.3
2020/10/26 5:00,Q,15.2,80,0,0.1
2020/10/26 6:00,Q,15.4,74,0,1.3
2020/10/26 7:00,Q,13.6,89,0,1
2020/10/26 8:00,Q,15.5,73,0,1.4
2020/10/26 9:00,Q,17.6,62,0,1.9
2020/10/26 10:00,Q,20.8,44,0,1.5
2020/10/26 11:00,Q,22.6,40,0,0.2
2020/10/26 12:00,Q,24.3,37,0,1.5
2020/10/26 13:00,Q,25.5,34,0,1.3
2020/10/26 14:00,Q,25.8,34,0,1.1
2020/10/26 15:00,Q,26.3,34,0,1.6
2020/10/26 16:00,Q,25.5,37,0,1.6
2020/10/26 17:00,Q,23.7,50,0,1
2020/10/26 18:00,Q,25.5,37,0,1.6
2020/10/26 19:00,Q,23.7,50,0,1
2020/10/26 21:00,Q,18.8,60,0,0.9
2020/10/26 22:00,Q,18.6,62,0,1
2020/10/26 23:00,Q,17.7,72,0,0
2020/10/27,Q,16.8,79,0,0.6
2020/10/27 1:00,Q,16.4,86,0,0.6
2020/10/27 2:00,Q,16.2,87,0,0.3
2020/10/27 3:00,Q,16.1,84,0,0.7
2020/10/27 4:00,Q,15.8,90,0,0.1
2020/10/27 5:00,Q,15.5,93,0,0.5
2020/10/27 6:00,Q,16.1,85,0,1.9
2020/10/27 7:00,Q,15.7,89,0,1
2020/10/27 8:00,Q,15.8,83,0,0.9
2020/10/27 9:00,Q,16.3,83,0,0.9
2020/10/27 10:00,Q,17.3,69,0,1
2020/10/27 11:00,Q,17.7,68,0,1.7
2020/10/27 12:00,Q,18,59,0,2.6
2020/10/27 13:00,Q,17.4,43,0,3.4
2020/10/27 14:00,Q,15.8,53,0.1,2
2020/10/27 15:00,Q,15.3,60,0.1,0.7
2020/10/27 16:00,Q,15,62,0.1,0.1
2020/10/27 17:00,Q,14.7,76,0,0.1
2020/10/27 18:00,Q,14,80,0,0.7
2020/10/27 19:00,Q,13.9,75,0.1,0.8
2020/10/27 20:00,Q,13.5,88,0.1,0.5
2020/10/27 21:00,Q,13.3,93,0.1,0.9
2020/10/27 22:00,Q,13.1,97,0.2,1.5
2020/10/28,Q,12.8,100,0.3,1
2020/10/28 1:00,Q,12.7,100,0,1.1
2020/10/28 2:00,Q,12.6,100,0,1
2020/10/28 3:00,Q,12.5,100,0,0.6
2020/10/28 4:00,Q,12.9,100,0.1,0.7
2020/10/28 5:00,Q,13,100,0,0.9
2020/10/28 6:00,Q,13.1,100,0,0.8
2020/10/28 7:00,Q,12.5,100,0,1
2020/10/28 8:00,Q,12.4,100,0,1.2
2020/10/28 9:00,Q,12.5,100,0,1.2
2020/10/28 10:00,Q,13,100,0.1,1.1
2020/10/28 11:00,Q,13.8,98,0.1,1.1
2020/10/28 12:00,Q,14.3,93,0,1.2
2020/10/28 13:00,Q,14.8,92,0,2.5
2020/10/28 14:00,Q,14.4,90,0,2
2020/10/28 15:00,Q,14,78,0,1.7
2020/10/28 16:00,Q,14.1,73,0,0.7
2020/10/28 17:00,Q,14.1,67,0,0.6
2020/10/28 18:00,Q,13.3,81,0,0
2020/10/28 19:00,Q,12.7,92,0,0.3
2020/10/28 20:00,Q,12.8,90,0,0
2020/10/28 21:00,Q,12.6,91,0,0.2
2020/10/28 22:00,Q,12.2,98,0,0.1
2020/10/28 23:00,Q,12,100,0,0.5
2020/10/29,Q,11.8,100,0,0.6
2020/10/29 1:00,Q,11.9,99,0,0.6
2020/10/29 3:00,Q,11.7,100,0,0.5
2020/10/29 4:00,Q,11.4,100,0,0.5
2020/10/29 5:00,Q,11.4,100,0,0
2020/10/29 6:00,Q,11.3,100,0,0.5
2020/10/29 7:00,Q,11,100,0,0.6
2020/10/29 8:00,Q,11.6,100,0,0
2020/10/29 9:00,Q,14.7,83,0,1
2020/10/29 10:00,Q,15.5,70,0,1
2020/10/29 11:00,Q,16.8,61,0,1.5
2020/10/29 12:00,Q,18,60,0,1.6
2020/10/29 13:00,Q,19,55,0,1.1
2020/10/29 14:00,Q,19.6,53,0,1.4
2020/10/29 15:00,Q,19.7,55,0,2.1
2020/10/29 16:00,Q,19.4,55,0,2.6
2020/10/29 17:00,Q,18.5,58,0,1.6
2020/10/29 18:00,Q,16.5,67,0,1.2
2020/10/29 19:00,Q,14.9,76,0,1.8
2020/10/29 20:00,Q,14.4,77,0,0.9
2020/10/29 21:00,Q,12.5,96,0,0.6
2020/10/29 22:00,Q,11.4,100,0,0.4
2020/10/29 23:00,Q,10.8,100,0,0
2020/10/30 1:00,Q,9.7,100,0,0
2020/10/30 2:00,Q,9.2,100,0,0.4
2020/10/30 3:00,Q,8.8,100,0,0.6
2020/10/30 4:00,Q,8.3,100,0,0
